지점,지점명,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),일강수량(mm),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),평균 해면기압(hPa),평균 전운량(1/10),평균 지면온도(°C)
108,서울,2011-04-18,6.7,5.8,1040,10.7,5,8.58,2,7.3,230,452,3.7,70.1,6.9,995.9,1006.3,8.9,7.7
108,서울,2011-04-19,10.8,6.6,12,16.2,1448,,,6.5,270,1733,3.6,41.6,5.3,1003.4,1013.7,3.4,13.8
108,서울,2011-04-20,11.2,6.3,548,16.8,1450,,,7.7,230,1518,3.5,49.3,6.1,1008.4,1018.7,1.3,15.8
108,서울,2011-04-21,13.5,8,544,18,1525,,,5.1,230,1719,2.4,32.4,4.6,1006.7,1016.9,7.8,15.3
108,서울,2011-04-22,8.9,7.4,2320,14.5,0,13.95,19,6.8,70,617,3.3,83.9,9.6,998.5,1008.9,9.1,10.5
108,서울,2011-04-23,9.7,6.1,613,14.2,1405,,,8.9,250,1436,4.5,59.6,6.9,998.2,1008.4,2.3,13
108,서울,2011-04-24,9.7,6.1,529,13.9,1152,,,9.5,230,1757,4.5,58.5,6.9,998.3,1008.6,2.4,13.9
108,서울,2011-04-25,11.3,7.2,517,15.7,1413,.33,0,8,250,1400,4.6,61,7.9,999.4,1009.7,7.1,15.7
108,서울,2011-04-26,10.5,9.1,444,11.4,1917,9.08,2.5,7,70,928,4.3,82,10.4,993.2,1003.4,10,10.4
108,서울,2011-04-27,11.4,8.7,2236,14.2,1537,6.7,5,5.5,320,1425,2.9,74.3,9.9,991.3,1001.5,8.4,14.3
108,서울,2011-04-28,10.4,7.3,506,15.3,1449,.67,0,7.3,230,1634,3.6,57,6.9,998.1,1008.4,4,14.2
108,서울,2011-04-29,13.2,7.3,546,18.4,1612,3.45,4,6.3,230,1709,2.5,47.4,6.8,1000.5,1010.7,8.9,12.7
108,서울,2011-04-30,13,10.6,330,14.6,1142,17.58,69,6.2,200,1228,3.2,93.6,14,992.3,1002.4,10,13.5
108,서울,2011-05-01,12.5,9.9,2347,15.7,1501,1.67,0,7.7,230,1350,4,74.9,10.8,995.7,1005.9,4.1,15.8
108,서울,2011-05-02,14.2,8.5,541,20.7,1558,,,5.9,270,1836,2.8,57.6,8.9,1003.2,1013.3,4.5,17.4
108,서울,2011-05-03,15.3,11.9,550,20.6,1525,,,6.7,270,1723,3.1,44.1,7.5,1002.1,1012.2,2,19
108,서울,2011-05-04,15.9,10.6,547,21.8,1534,,,3.8,70,1433,1.5,41.5,7.1,1004.7,1014.8,5.5,18.2
108,서울,2011-05-05,17.5,12.7,601,23.7,1519,,,6.7,230,1440,2.9,35.9,7,1004.4,1014.5,2.5,21
108,서울,2011-05-06,15.4,13.2,448,17.9,1155,4,.5,5.3,230,2309,2.2,63.3,10.9,999.6,1009.7,8.5,15.9
108,서울,2011-05-07,14.5,11.5,648,21.8,1512,7.33,3.5,7.1,230,259,3.6,80.6,13,998.5,1008.6,6.6,18.3
108,서울,2011-05-08,17.3,10.3,549,24.1,1520,,,5,250,1530,1.9,56.1,10.1,1002.8,1012.8,6.3,22.2
108,서울,2011-05-09,17.6,14.6,2322,22,1246,13.5,4,9.2,230,1547,3.9,78.8,15.8,997.2,1007.1,10,18.1
108,서울,2011-05-10,16.5,14.5,124,18.5,1601,12.83,6.5,4.6,70,1843,2.3,89.3,16.7,995.4,1005.4,10,17.5
108,서울,2011-05-11,17.2,14.4,309,21.1,1248,9.67,14,7.9,70,1648,4.6,74.6,14.4,993.6,1003.5,7.9,16.9
108,서울,2011-05-12,15.7,11.5,2344,20.2,1309,.25,0,6.8,230,1710,3.3,64,11.6,992.6,1002.6,5.9,16.4
108,서울,2011-05-13,14.6,10.3,423,20.6,1502,,,9.4,230,1547,4.5,56.5,9,993.8,1003.9,0,19.4
108,서울,2011-05-14,17.2,12.1,531,22.9,1417,,,8.1,230,1319,4.1,39.8,7.2,999.3,1009.3,0,22
108,서울,2011-05-15,17.2,13,2356,22.9,1421,,,8.8,230,1603,4.3,50,9.4,1001.8,1011.8,3.6,22.1
108,서울,2011-05-16,16.4,10.9,536,22.2,1521,,,6.2,250,1357,3,48.4,8.2,1003.1,1013.1,1.3,23.2
108,서울,2011-05-17,17.5,11.6,538,22.8,1510,,,5.9,270,1613,2.5,35.4,6.7,1001.5,1011.4,1.6,23.2
108,서울,2011-05-18,20.5,13.8,501,25.4,1427,.33,0,7.3,250,1836,3.4,40.9,9.9,1001.4,1011.2,6.6,24
108,서울,2011-05-19,20.7,18.8,834,23.6,1631,2.25,.4,9.7,200,1250,4.6,60.4,14.7,1002.1,1012,8.3,21.5
108,서울,2011-05-20,17.5,15.6,1645,20.5,36,14.25,15,6,230,926,3,89.8,17.9,1000.8,1010.8,10,18.3
108,서울,2011-05-21,14.5,12.6,1817,17.7,1131,7.75,2,5.1,320,1455,1.8,85.1,14.1,1001.8,1011.9,9.9,15.8
108,서울,2011-05-22,17.3,10.7,521,23.3,1454,,,3.8,270,1737,1.6,57.8,10.6,1004.7,1014.7,7.9,19.7
108,서울,2011-05-23,19.5,15.3,425,25.9,1515,,,5.1,290,1727,2,45.3,9.6,1004.9,1014.8,4.3,21.6
108,서울,2011-05-24,21.5,14.1,531,28,1411,,,5.2,290,1557,2,39.5,9.5,1005.5,1015.4,5.5,24.1
108,서울,2011-05-25,22.7,16.7,549,28.2,1438,,,4.1,70,1205,1.7,41.4,10.9,1004.8,1014.7,7.8,24.7
108,서울,2011-05-26,20.7,17.9,2344,24,1359,.63,0,5.5,160,1453,1.9,47.9,11.5,1004.8,1014.7,9.5,22.8
108,서울,2011-05-27,20.1,15.6,518,24.5,1519,,,4.6,270,1825,2,53.5,12.3,1002.7,1012.6,3.6,24.6
108,서울,2011-05-28,22.4,15.7,537,28.9,1400,,,4.7,340,1202,1.7,48,12.1,1002.5,1012.3,3.6,26.3
108,서울,2011-05-29,24.4,18.4,646,31.2,1539,,,5.9,230,1641,2.3,40.4,11.7,1000.2,1009.9,.8,30.5
108,서울,2011-05-30,22.7,18.6,621,28.1,1322,,,6.2,250,1447,2.6,41.6,11.1,1000.2,1009.9,6.9,27.6
108,서울,2011-05-31,18.7,15.4,2352,23.7,1530,18.33,7.5,5,70,2153,2.7,66.5,14,998,1008,9.9,21.8
108,서울,2011-06-01,18,14.7,139,21.6,1615,8.75,21.5,6.6,70,152,2.4,76.9,15.7,998.5,1008.4,9.1,18.5
108,서울,2011-06-02,19,15.1,532,24.7,1431,,,5.1,250,1615,2.3,73.6,15.8,1001.7,1011.6,4,21.3
108,서울,2011-06-03,19,14.4,203,24.8,1451,,,6.8,250,1519,3.4,67,13.9,999.4,1009.3,5,24.2
108,서울,2011-06-04,18.7,15.8,424,24.6,1647,4.42,.5,7.4,230,204,3.6,76.8,16.1,998.8,1008.8,7.1,23.5
108,서울,2011-06-05,20.4,16.1,420,27.1,1559,,,5.9,270,1717,2.8,62.6,14.6,998.5,1008.4,3.5,28.1
108,서울,2011-06-06,20.9,15.3,520,26.9,1341,,,4.8,290,1430,2.5,50.5,11.8,997.3,1007.2,4.1,27
108,서울,2011-06-07,20.9,15.9,545,26.6,1327,.28,0,5.6,290,1654,2.2,45.8,11,993.4,1003.3,6.4,23.4
108,서울,2011-06-08,22,18.2,413,27.5,1431,1.22,1.5,7.3,230,2341,3,55.8,14.5,994,1003.7,4.9,28.4
108,서울,2011-06-09,19.4,17.5,634,22,1702,2,0,5.6,230,6,3.2,76.5,17.1,995.3,1005.2,8.6,20.7
108,서울,2011-06-10,21.4,17.8,203,24.3,1238,2,0,3.7,290,2152,1.7,71.4,18,994.5,1004.2,8.8,23
108,서울,2011-06-11,24,20.6,542,29.2,1334,.08,0,6.2,270,1521,2.6,45.8,13.4,994,1003.7,2.5,30.1
108,서울,2011-06-12,23.4,19,531,30.2,1523,.33,0,6.3,290,1614,2.2,49.5,13.8,994.3,1004.1,7,29.6
108,서울,2011-06-13,21,16.6,750,26.9,1513,2.83,.5,5.4,250,1809,3,69.9,16.9,995.8,1005.6,5.3,26.6
108,서울,2011-06-14,22.8,16.8,441,29.5,1600,,,6,230,1523,2.4,57.6,15.4,998.5,1008.3,1.9,28.8
108,서울,2011-06-15,25.2,19.1,533,31.9,1447,.75,1,4.9,230,2149,2,50.8,15.5,998.2,1007.9,3.6,32.2
108,서울,2011-06-16,26.5,20.3,545,32,1509,,,4.4,180,1620,2.1,43.3,13.9,997.6,1007.2,1.3,32.1
108,서울,2011-06-17,24.9,22.1,2315,31.3,1430,1.33,0,6.1,270,1509,2.6,43,13.1,998.8,1008.5,7.1,30.3
108,서울,2011-06-18,24.5,20.8,536,28.9,1608,,,4.4,270,1537,2.6,52.5,15.8,997,1006.7,4.1,30.5
108,서울,2011-06-19,26.6,20.7,439,32.9,1539,,,4.9,250,1825,2,50.4,16.9,997.2,1006.8,1.3,32.8
108,서울,2011-06-20,26.6,22.7,524,32,1500,,,6,250,1440,3.1,52.5,17.8,997.1,1006.7,.6,34
108,서울,2011-06-21,24.1,19.4,447,29.6,1551,,,6.1,270,1656,3.2,59.9,17.4,999.7,1009.5,1.6,33.2
108,서울,2011-06-22,22.7,20.9,739,24.9,1519,13.83,16,6.2,230,2316,2,83.6,23,995.2,1004.9,9.8,24.5
108,서울,2011-06-23,22,21.2,40,23.3,1447,22.33,41,9.4,200,1622,4.6,92.3,24.4,989.2,999,10,22.4
108,서울,2011-06-24,19.7,18.6,2334,21.6,1232,20,10.5,6.5,250,31,2.9,88.9,20.4,994.3,1004.2,10,20.9
108,서울,2011-06-25,18.3,17.5,929,20,1214,15,37,6.8,70,2343,4.8,84.9,17.7,1000.2,1010.2,10,18.6
108,서울,2011-06-26,19.2,17.2,1018,21.6,1608,15.17,40,10.9,70,1057,6.9,82.1,18.1,990.8,1000.6,9.9,19.1
108,서울,2011-06-27,19.2,18.3,2319,20.5,123,13,11.5,9.3,230,1104,4.4,85.9,19.1,993.6,1003.4,9.9,19.1
108,서울,2011-06-28,24.1,18.2,150,29.7,1516,2.67,.5,4.2,270,1434,2,67.3,19.6,999.9,1009.7,6.9,25.6
108,서울,2011-06-29,21,19.7,1012,23.3,0,19.67,177,5.9,340,946,2.7,92.3,22.8,1000.3,1010.2,10,21.4
108,서울,2011-06-30,23.8,21,109,27.9,1535,10.67,46,6.3,270,1705,2.5,87.4,25.5,998.9,1008.7,9.5,24.4
108,서울,2011-07-01,25.1,22.2,431,28.6,1257,,,4.7,290,1706,2,78.9,24.9,995.5,1005.2,8.1,26
108,서울,2011-07-02,24.7,22.7,352,26.8,1816,1.08,0,4.6,290,2015,1.5,82.3,25.5,993,1002.6,8.9,25.1
108,서울,2011-07-03,22.6,20.7,2241,24.8,0,19.58,115,5.2,250,942,2.2,92.1,25.3,987.7,997.4,10,23.8
108,서울,2011-07-04,22.5,18.9,719,28,1559,,,5.6,230,1738,3.1,76.8,20.4,991,1000.7,4.6,25.9
108,서울,2011-07-05,24.3,19,532,30.7,1541,,,4.6,270,1558,2.5,64.6,19.1,993.5,1003.2,1.9,27.2
108,서울,2011-07-06,25.6,20.4,529,31.2,1426,,,4.3,290,1839,1.7,60.9,19.3,990.3,999.9,6.8,27.7
108,서울,2011-07-07,22.9,20.9,2258,25.3,37,14.08,42.5,5.2,230,1956,1.9,84.9,23.6,989.1,998.8,10,23.7
108,서울,2011-07-08,22.4,20.6,627,24.6,1552,5.83,13,5.1,230,1348,2.6,84.1,22.6,994.3,1004,10,24
108,서울,2011-07-09,23.6,20.8,517,27.8,1732,9,15,3.5,70,1137,1.8,83.5,24.2,998.1,1007.9,8,24.9
108,서울,2011-07-10,24.2,21.4,2355,28.4,1444,4.08,6,4.9,140,1553,2.2,80.4,24.1,1001.4,1011.2,9.3,26.5
108,서울,2011-07-11,21.2,19.9,736,22.1,1416,20.25,42.5,4.1,70,459,2.1,90.3,22.7,1002.6,1012.5,10,22.5
108,서울,2011-07-12,22.8,20.9,55,25.6,1536,13.25,51.5,4.1,200,1625,2.1,87.9,24.3,1001.2,1011,10,23.7
108,서울,2011-07-13,24.3,22.5,614,26.2,1756,15,29,5.2,200,1044,2.2,85.6,25.9,998.5,1008.2,10,24.7
108,서울,2011-07-14,23.6,22.3,1137,24.6,154,18.17,38,6.8,200,346,2.6,89.5,26,998.9,1008.6,10,25.1
108,서울,2011-07-15,23.4,21.6,2329,26,1113,19.98,15,6.6,200,1145,2.4,89.4,25.7,998.6,1008.3,10,24.7
108,서울,2011-07-16,22.8,21.2,602,25.3,1222,18.42,54.5,3.2,270,1131,1.4,91.1,25.2,998.2,1008,9.9,24.1
108,서울,2011-07-17,25.1,22.2,838,29.1,1433,1.5,1,5.1,250,730,1.8,82.5,26,996.6,1006.3,8.9,27.4
108,서울,2011-07-18,28.7,24.4,35,34.1,1656,,,5.7,70,2158,3,62.8,24.2,993.9,1003.5,5,29.6
108,서울,2011-07-19,28.5,24.7,438,32.7,1340,,,9.3,50,1618,5.2,55.5,21.2,989.5,999,2.3,31.8
108,서울,2011-07-20,27.6,23.6,510,32.6,1529,,,5.9,70,2310,3.5,50.3,18,992.5,1002.1,1.1,33.1
108,서울,2011-07-21,27.1,22.3,521,32.2,1627,,,6,70,916,3.3,48,16.9,995.1,1004.8,3,32.9
108,서울,2011-07-22,24.1,21.4,818,26.6,1340,1.58,1.5,3.5,270,1920,2.1,71,21.3,997,1006.7,9.3,27.4
108,서울,2011-07-23,25.4,22.9,202,29.7,1445,1,3,4.7,270,1847,2.4,76.3,24.5,997.5,1007.1,8.5,27.9
108,서울,2011-07-24,24.8,22.8,1119,27.9,1550,10.92,8,5.3,250,1041,2,81.6,25.4,997.8,1007.5,9.1,27.4
108,서울,2011-07-25,24.9,23.2,1037,27.9,1508,8.87,27.5,3.9,50,1218,2.1,85.3,26.7,999.4,1009.2,9.3,27
108,서울,2011-07-26,24.8,21.1,1913,29.3,1208,7.3,171,6.7,70,1803,2.7,81,25,998.9,1008.6,8.6,25.9
108,서울,2011-07-27,24,22.3,2159,26.2,2031,23.5,301.5,7.3,270,2136,2.6,92.1,27.3,998.6,1008.4,10,24.5
108,서울,2011-07-28,24.7,22.8,45,26.3,1344,16.52,115,7.5,250,1058,3.7,89,27.6,998.6,1008.3,10,25.1
108,서울,2011-07-29,26.2,23.9,459,30.2,1537,5.62,7.5,4.4,250,1812,2.5,81.6,27.4,997.5,1007.1,8.1,27.4
108,서울,2011-07-30,27.2,24.4,401,30.5,1428,.5,0,5,230,1500,2,75.3,26.8,995.6,1005.2,7.3,28.4
108,서울,2011-07-31,24.7,23.2,1743,26.6,0,14.75,73,3.8,90,1514,1.8,87.8,27.1,994.6,1004.3,9.6,25.4
108,서울,2011-08-01,25.6,23.3,253,29.2,1629,3.08,.5,4.2,50,1532,2.9,81.1,26.5,996,1005.7,9.4,26.3
108,서울,2011-08-02,26.1,24.4,525,30.1,1420,.92,.5,5.1,70,1528,3.2,77.5,26.1,998.8,1008.4,8.5,27.2
108,서울,2011-08-03,25.4,23.7,557,28.1,1026,2.58,41.5,4.1,50,1414,2.3,83,26.7,998.1,1007.8,8.8,25.8
108,서울,2011-08-04,25.4,23.7,432,28,1749,8.87,10,3.3,70,1233,1.6,86.3,27.9,998.2,1007.9,8.4,26.1
108,서울,2011-08-05,28.9,23.4,509,34.1,1531,,,3.7,50,935,1.8,67.8,26.1,997.9,1007.5,4.6,29.1
108,서울,2011-08-06,28.5,26.1,609,32.7,1427,.67,1.5,4.6,70,2238,2.5,67.5,26,997.8,1007.5,6.5,28.7
108,서울,2011-08-07,28.7,24.9,2346,33,1435,5.33,4.5,7.7,70,2129,4.4,63.9,24.7,995.5,1005,7.6,29.3
108,서울,2011-08-08,24.7,23.6,248,27.7,745,15.75,39.5,9.4,200,1844,5.8,84.8,26.2,991.3,1000.9,10,24.2
108,서울,2011-08-09,26,24.4,410,28.7,1503,3.03,0,7.1,200,17,3.5,76.3,25.5,997.8,1007.5,8.9,27.3
108,서울,2011-08-10,25.8,23.2,517,28.9,1538,1.75,.3,4.9,250,1348,3,81,26.6,999.5,1009.2,8.5,27.8
108,서울,2011-08-11,26.6,24.5,541,29.9,1542,.12,0,5.4,290,1424,2.8,78.9,27.2,998.1,1007.8,8.5,28.3
108,서울,2011-08-12,25.3,24.1,2310,26.3,1721,14.67,19.5,4.6,250,1321,2.1,86.5,27.7,996,1005.7,10,26.1
108,서울,2011-08-13,25.3,23.9,219,26.6,858,8.58,6.5,5.5,200,1520,2.3,83.9,26.9,994.7,1004.4,9.5,25.8
108,서울,2011-08-14,25,23.9,728,26.8,1222,6.05,9.5,7.1,250,1305,2.3,86.8,27.3,995.9,1005.6,10,25.7
108,서울,2011-08-15,24.5,22.9,539,26.9,1701,5.08,.5,4,230,520,1.9,87.3,26.7,996.3,1006,9.5,25.4
108,서울,2011-08-16,25,23.6,1904,26.2,958,8.67,16,6.5,200,1219,2.5,87.8,27.6,993.2,1002.9,10,25.2
108,서울,2011-08-17,23.7,22.8,2334,24.6,1215,12,4,4,230,441,1.9,91.1,26.6,992.8,1002.4,10,24.6
108,서울,2011-08-18,25.2,21.5,623,30.2,1440,.5,0,5.5,320,1606,1.9,73.3,23.1,996.4,1006.1,6.6,28.1
108,서울,2011-08-19,24.4,21.7,414,29.2,1427,,,4.8,230,2040,2.2,75.6,22.8,1000.7,1010.5,8.8,25.2
108,서울,2011-08-20,23.1,20.3,2355,27,1559,.67,.5,4.3,270,1755,2.4,76.9,21.5,1001.6,1011.4,7.9,24.9
108,서울,2011-08-21,24.4,18.7,516,31,1602,,,4.4,250,1736,2,68.4,20.1,1000.7,1010.4,4,28
108,서울,2011-08-22,23.5,19.8,2333,29.6,1513,1,3.5,7.3,50,1929,2.2,71.4,20.3,1000.6,1010.4,6.5,27.4
108,서울,2011-08-23,24.3,18.1,552,30.5,1539,,,4.3,70,2239,2.1,60.1,17.5,1000.1,1009.9,3.5,26.1
108,서울,2011-08-24,24.8,21.2,502,28.6,1429,,,5.1,70,1018,3,57.9,17.9,1002.3,1012,5.9,27.6
108,서울,2011-08-25,25.7,21,618,30.5,1347,,,3.6,70,838,2.2,57.3,18.5,1004.3,1014,5.6,28.4
108,서울,2011-08-26,26.4,23.2,636,30.3,1603,,,4.6,70,826,2.8,57.5,19.6,1005.7,1015.4,6.8,30.5
108,서울,2011-08-27,27.6,23.5,513,31.2,1609,,,4.2,70,124,2.3,59.5,21.7,1004.6,1014.3,6.3,31.5
108,서울,2011-08-28,27.3,24.3,545,32,1344,,,5,270,1644,2.2,66.8,23.8,1003.1,1012.9,5.3,31.8
108,서울,2011-08-29,26.8,24.5,242,29.9,1501,,,4.8,290,1512,2.2,75.6,26.4,1002.5,1012.1,6.3,30.3
108,서울,2011-08-30,27.1,24.2,1723,32.4,1409,1.97,8.5,7,270,1639,1.9,70,24.6,999.6,1009.2,8,31
108,서울,2011-08-31,27.9,23.6,630,32.8,1424,,,4.9,320,2259,2,62.6,22.6,996.4,1006,1,28.8
108,서울,2011-09-01,27,22.9,610,31.1,1517,,,5.5,290,1234,1.9,63.3,22.1,995,1004.6,.6,29.5
108,서울,2011-09-02,26.9,22.9,2354,32.4,1610,,,5.6,70,1815,2.9,58.1,20,994,1003.6,1.9,30.2
108,서울,2011-09-03,25.1,20.3,622,30.7,1327,,,7.6,50,1611,3.3,48,15,997,1006.7,.9,27.9
108,서울,2011-09-04,23.7,19.4,456,30.2,1447,,,5.2,90,1734,2.2,47.6,13.7,997.8,1007.6,3.6,26.4
108,서울,2011-09-05,23.8,19.5,532,28.5,1611,,,5.1,270,1453,2.3,55.9,16,996.1,1005.9,2,30
108,서울,2011-09-06,23.4,18.8,646,28.7,1438,,,5.6,270,1659,2.8,52.5,14.6,995.5,1005.2,0,29.3
108,서울,2011-09-07,22.6,17.5,546,27.3,1423,,,4.1,290,19,2,49.9,13.3,996.9,1006.7,6,26.7
108,서울,2011-09-08,22.3,20.4,650,25.8,1509,3.75,0,6.8,250,1245,2.8,53.8,14.2,1001.3,1011.2,7.5,26.3
108,서울,2011-09-09,19.9,19,2239,20.7,908,10.5,2.5,3.2,320,1042,1.2,75.5,17.4,1007.5,1017.5,9.8,21
108,서울,2011-09-10,21.5,18,615,26.4,1349,,,5,70,1905,2.5,68.6,17.3,1009.8,1019.8,9,22.9
108,서울,2011-09-11,21.2,19.5,838,22.5,1626,3.08,0,5.1,70,54,2.8,77.1,19.3,1006.9,1016.9,9.4,22.9
108,서울,2011-09-12,23.3,20,616,27,1252,.25,0,4.5,320,1856,1.6,69.6,19.7,1005.9,1015.7,8.9,25.6
108,서울,2011-09-13,25,20.9,629,30.9,1509,,,4,270,1751,1.6,50.3,15.4,1004.1,1013.9,7.1,29.8
108,서울,2011-09-14,24.4,22.8,437,28.1,1721,,,3.9,250,1044,2,70.9,21.5,1002.9,1012.7,6.6,26
108,서울,2011-09-15,25.7,21.2,611,31.3,1353,,,5.4,230,1536,2.5,68.8,22,1001.5,1011.3,4.9,29.4
108,서울,2011-09-16,25.6,21.7,533,31.2,1415,,,5.5,320,1658,1.7,68.1,21.8,998.3,1008,6.3,29.3
108,서울,2011-09-17,25.8,21.6,2355,31,1214,.92,0,4.6,290,106,2.3,65.6,21.4,997.5,1007.2,7.3,28.8
108,서울,2011-09-18,21,17.5,2400,26.4,1429,2.17,.5,7.2,70,2025,3.9,63,15.6,1002.6,1012.5,8,24.9
108,서울,2011-09-19,16.8,14.5,2351,18.2,1232,6.83,.1,6.9,70,636,4.2,56.1,10.7,1006.9,1017.1,7.8,19
108,서울,2011-09-20,17.7,13.4,325,23.2,1447,,,5.8,70,1819,3.6,44.5,8.7,1003.8,1013.8,4.5,22.7
108,서울,2011-09-21,18.1,12.4,609,24,1348,,,4.9,70,1508,2.2,44.4,8.8,1000.2,1010.2,2,22.6
108,서울,2011-09-22,18.1,11.9,548,24.6,1441,,,4.8,270,1730,2.2,49.8,10,1002.2,1012.2,.8,21.7
108,서울,2011-09-23,19.5,13.5,622,26,1421,,,5.1,250,1551,2.1,49.9,10.7,1005.1,1015.1,.4,23.6
108,서울,2011-09-24,19.6,14.4,608,25.9,1544,,,6.3,230,1626,2.4,55.9,12.2,1008.8,1018.8,.5,24
108,서울,2011-09-25,20,14.6,518,26.6,1518,,,4.8,250,1814,1.7,61.3,13.8,1011.5,1021.6,.5,24.4
108,서울,2011-09-26,21.2,14.8,553,27.7,1552,,,4.3,250,1537,1.8,52.1,12.3,1010,1020,0,25
108,서울,2011-09-27,21.8,15.4,604,29.2,1447,,,5.3,90,1520,2.1,41.1,9.8,1008.5,1018.4,0,25.7
108,서울,2011-09-28,19.8,16.6,604,23.5,1436,,,4,70,739,2.5,52.6,12.1,1007.7,1017.7,7.1,22.5
108,서울,2011-09-29,16.9,15.5,1105,19.5,1,11.5,22.5,4.8,50,944,2.4,83.3,15.9,1002.7,1012.8,8.8,17.9
108,서울,2011-09-30,14.8,10.3,2353,18.6,1346,,,7.2,270,1558,3.7,49.5,8.2,1007.6,1017.8,1.8,17.6
108,서울,2011-10-01,12.7,7.7,646,17.6,1457,,,5.4,250,1534,2.5,48.9,6.9,1012.1,1022.4,1,15.6
108,서울,2011-10-02,13.3,9.6,633,18.1,1548,,,5.1,270,1352,2.8,42.1,6.2,1013.8,1024.1,2.1,15.7
108,서울,2011-10-03,13.8,7.3,629,20.8,1528,,,4.6,270,1807,1.8,44.3,6.6,1014.4,1024.8,.1,17
108,서울,2011-10-04,14.9,8.4,634,21.2,1440,,,4.2,270,1735,1.9,47.3,7.6,1012.1,1022.3,2.6,17.8
108,서울,2011-10-05,16.4,12.7,638,22,1433,,,5.2,270,1722,2.1,51.5,9.3,1005.9,1016,5,19.7
108,서울,2011-10-06,16.5,12.7,2400,20.2,1524,,,6.8,290,1211,3.4,54.1,9.9,1004.2,1014.3,2.6,19.7
108,서울,2011-10-07,15.4,10.5,629,21.2,1448,,,4.8,290,1506,2.1,57.5,9.6,1009.8,1020,.3,18.5
108,서울,2011-10-08,16.2,10.4,656,22.5,1532,,,3.7,270,1813,1.8,55.3,9.6,1012.5,1022.7,0,19.2
108,서울,2011-10-09,16.6,11.9,457,22.5,1419,,,3.3,270,1729,1.8,59,10.9,1012.4,1022.6,5,18.4
108,서울,2011-10-10,16.9,12.4,618,21.8,1358,,,4.4,270,1757,1.9,69.6,13.2,1011.4,1021.6,5.1,18.4
108,서울,2011-10-11,16.5,12.4,706,22.4,1432,,,5,250,1357,1.9,58.1,10.4,1009.8,1019.9,.9,19.6
108,서울,2011-10-12,14.7,10.7,616,18.7,1329,,,3.7,290,1523,1.2,52.5,8.7,1008.7,1018.4,7.1,15.7
108,서울,2011-10-13,16.6,10.7,614,23.4,1504,,,4,290,1559,1.4,51.4,9.3,1005.1,1015.2,2.1,19.8
108,서울,2011-10-14,14.4,12.7,2352,15.7,32,5.2,5,3.8,70,1107,1.9,79.3,12.9,1002.2,1012.4,8.6,14.5
108,서울,2011-10-15,13,11.4,1927,16.9,1206,7.38,20,5.2,230,1242,1.9,85.3,12.6,998.3,1008.5,8.3,13.3
108,서울,2011-10-16,14.8,11.1,151,20.1,1457,1.42,.5,7.1,250,1341,3.7,62.8,10.3,999.8,1009.9,3.6,14.6
108,서울,2011-10-17,11.2,7,2225,14.8,1256,,,7,290,1000,3.4,34.3,4.5,1009.2,1019.6,.1,11.4
108,서울,2011-10-18,9.4,3.9,702,15.4,1455,,,3.8,340,8,1.7,37.4,4.3,1015.1,1025.6,0,10
108,서울,2011-10-19,12.8,4.6,635,20.4,1522,,,3.6,90,917,1.7,44,6.1,1015.6,1026,1.1,12.4
108,서울,2011-10-20,15.5,11,44,20.9,1348,,,4.1,70,1433,2.3,52.4,9,1014.1,1024.3,5.6,14.4
108,서울,2011-10-21,17.3,13.1,216,21,1527,,,4.2,70,951,2.6,53.1,10.3,1009.3,1019.4,8.3,16.6
108,서울,2011-10-22,17.1,14.4,2400,21.7,1536,,,3.5,70,1404,1.8,59.8,11.5,1005.1,1015.2,5.5,17.7
108,서울,2011-10-23,16.5,11.8,545,22.1,1410,3.08,0,5.2,290,2154,2.3,66.3,12.1,1007.6,1017.7,6.5,17.4
108,서울,2011-10-24,12.3,7.1,2355,15.3,1,6.25,1.5,6.2,290,1930,3.2,72.3,10.7,1006.5,1016.8,8.4,13.1
108,서울,2011-10-25,7.6,3.7,702,12.1,1549,,,5.6,270,4,2.9,36.9,3.7,1013.8,1024.4,0,8.8
108,서울,2011-10-26,9.5,3.1,707,15.3,1342,,,3.6,270,1500,1.5,42.8,4.9,1015.2,1025.7,3.3,9.5
108,서울,2011-10-27,12.7,6.6,548,19.5,1430,,,3.9,270,1836,1.9,43.6,6.2,1015.5,1025.9,5.5,12.4
108,서울,2011-10-28,14.5,11,715,19.8,1435,,,3.5,290,1808,1.5,49.6,8,1014,1024.2,4.8,15.1
108,서울,2011-10-29,12,10.2,731,13.5,1654,8.08,5,3.6,70,841,1.5,80.5,11.2,1011.8,1022.2,8.8,12.4
108,서울,2011-10-30,14.8,10.7,221,20.8,1444,,,4.4,290,1533,1.7,54.8,8.8,1011.3,1021.5,2.3,14
108,서울,2011-10-31,15,8.5,629,22.1,1409,,,3.3,320,1815,1.4,42.8,6.7,1015.6,1025.9,3.4,12.3
108,서울,2011-11-01,16.1,9.9,717,22.6,1438,,,4.1,90,1113,1.8,45.9,8.2,1015.2,1025.5,3.1,14.3
108,서울,2011-11-02,16.2,13.4,722,21.5,1431,,,3.9,270,1258,1.7,46.1,8.2,1014.4,1024.6,6,15.2
